Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*;Quantity;Minimal quantity
16;Size:select:5;40.5:5;28;1
16;Size:select:6;41:6;27;1
16;Size:select:7;42:7;29;1
17;Size:select:1;XS:1;16;1
17;Size:select:2;S:2;25;1
17;Size:select:3;M:3;25;1
17;Size:select:4;L:4;8;1
17;Size:select:5;XL:5;17;1
18;Size:select:1;XS:1;7;1
18;Size:select:2;S:2;15;1
18;Size:select:3;M:3;15;1
18;Size:select:4;L:4;6;1
19;Size:select:1;37:1;20;1
19;Size:select:2;39:2;28;1
19;Size:select:3;40:3;3;1
19;Size:select:4;41:4;11;1
19;Size:select:5;42:5;25;1
20;Size:select:1;32:1;2;1
20;Size:select:2;34:2;20;1
20;Size:select:3;36:3;23;1
20;Size:select:4;38:4;13;1
20;Size:select:5;40:5;21;1
20;Size:select:6;42:6;24;1
20;Size:select:7;44:7;4;1
21;Size:select:1;36:1;19;1
21;Size:select:2;38:2;5;1
21;Size:select:3;40:3;17;1
21;Size:select:4;42:4;18;1
21;Size:select:5;44:5;7;1
22;Size:select:1;34:1;20;1
22;Size:select:2;36:2;15;1
22;Size:select:3;38:3;16;1
22;Size:select:4;40:4;12;1
22;Size:select:5;42:5;26;1
23;Size:select:1;XS:1;16;1
23;Size:select:2;S:2;24;1
23;Size:select:3;M:3;4;1
23;Size:select:4;L:4;29;1
24;Size:select:1;One Size:1;2;1
25;Size:select:1;XS:1;10;1
25;Size:select:2;S:2;27;1
25;Size:select:3;M:3;4;1
25;Size:select:4;L:4;14;1
25;Size:select:5;XL:5;20;1
26;Size:select:1;36:1;9;1
26;Size:select:2;37:2;28;1
26;Size:select:3;38:3;23;1
26;Size:select:4;39:4;29;1
26;Size:select:5;40:5;27;1
26;Size:select:6;41:6;0;1
26;Size:select:7;42:7;1;1
27;Size:select:1;36:1;1;1
27;Size:select:2;37:2;27;1
27;Size:select:3;38:3;21;1
27;Size:select:4;39:4;10;1
27;Size:select:5;42:5;6;1
28;Size:select:1;30:1;2;1
28;Size:select:2;32:2;24;1
28;Size:select:3;34:3;27;1
28;Size:select:4;36:4;19;1
28;Size:select:5;38:5;7;1
28;Size:select:6;40:6;20;1
28;Size:select:7;42:7;9;1
28;Size:select:8;44:8;17;1
28;Size:select:9;46:9;0;1
29;Size:select:1;38:1;28;1
29;Size:select:2;39:2;24;1
29;Size:select:3;40:3;23;1
29;Size:select:4;41:4;12;1
29;Size:select:5;42:5;9;1
30;Size:select:1;32:1;6;1
30;Size:select:2;34:2;26;1
30;Size:select:3;36:3;0;1
30;Size:select:4;38:4;9;1
30;Size:select:5;40:5;25;1
30;Size:select:6;42:6;8;1
31;Size:select:1;S:1;7;1
31;Size:select:2;M:2;3;1
31;Size:select:3;L:3;24;1
32;Size:select:1;S:1;20;1
32;Size:select:2;M:2;11;1
32;Size:select:3;L:3;18;1
32;Size:select:4;XL:4;20;1
33;Size:select:1;36:1;6;1
33;Size:select:2;38:2;18;1
33;Size:select:3;40:3;13;1
33;Size:select:4;42:4;19;1
33;Size:select:5;44:5;21;1
34;Size:select:1;XS:1;15;1
34;Size:select:2;S:2;9;1
34;Size:select:3;M:3;21;1
34;Size:select:4;L:4;9;1
35;Size:select:1;42/44:1;1;1
35;Size:select:2;46/48:2;12;1
35;Size:select:3;50/52:3;3;1
35;Size:select:4;54/56:4;7;1
36;Size:select:1;34:1;24;1
36;Size:select:2;36:2;27;1
36;Size:select:3;40:3;20;1
36;Size:select:4;42:4;10;1
36;Size:select:5;44:5;4;1
37;Size:select:1;36:1;0;1
37;Size:select:2;37:2;17;1
37;Size:select:3;38:3;18;1
37;Size:select:4;39:4;23;1
37;Size:select:5;41:5;4;1
39;Size:select:1;36:1;1;1
39;Size:select:2;37:2;18;1
39;Size:select:3;38:3;25;1
39;Size:select:4;39:4;2;1
39;Size:select:5;40:5;29;1
39;Size:select:6;41:6;28;1
39;Size:select:7;42:7;0;1
40;Size:select:1;XS:1;6;1
40;Size:select:2;S:2;8;1
40;Size:select:3;M:3;19;1
40;Size:select:4;L:4;29;1
40;Size:select:5;XL:5;2;1
41;Size:select:1;XS:1;28;1
41;Size:select:2;S:2;16;1
41;Size:select:3;M:3;9;1
41;Size:select:4;L:4;3;1
41;Size:select:5;XL:5;8;1
41;Size:select:6;XXL:6;2;1
42;Size:select:1;XS:1;17;1
42;Size:select:2;S:2;27;1
42;Size:select:3;M:3;24;1
42;Size:select:4;L:4;18;1
42;Size:select:5;XL:5;6;1
43;Size:select:1;42/44:1;18;1
43;Size:select:2;46/48:2;13;1
43;Size:select:3;50/52:3;9;1
44;Size:select:1;XS:1;12;1
44;Size:select:2;S:2;13;1
44;Size:select:3;M:3;16;1
44;Size:select:4;L:4;11;1
44;Size:select:5;XL:5;1;1
45;Size:select:1;34:1;1;1
45;Size:select:2;36:2;13;1
45;Size:select:3;38:3;13;1
45;Size:select:4;40:4;12;1
45;Size:select:5;42:5;1;1
46;Size:select:1;36:1;25;1
46;Size:select:2;38:2;13;1
46;Size:select:3;40:3;9;1
46;Size:select:4;42:4;23;1
46;Size:select:5;36 2/3:5;9;1
46;Size:select:6;37 1/3:6;25;1
46;Size:select:7;38 2/3:7;3;1
46;Size:select:8;39 1/3:8;13;1
46;Size:select:9;40 2/3:9;7;1
46;Size:select:10;41 1/3:10;22;1
46;Size:select:11;42 2/3:11;28;1
46;Size:select:12;43 1/3:12;4;1
47;Size:select:1;34:1;1;1
47;Size:select:2;36:2;1;1
47;Size:select:3;38:3;22;1
47;Size:select:4;40:4;14;1
47;Size:select:5;42:5;1;1
47;Size:select:6;44:6;26;1
47;Size:select:7;46:7;10;1
48;Size:select:1;XS:1;12;1
48;Size:select:2;S:2;12;1
48;Size:select:3;M:3;7;1
48;Size:select:4;L:4;18;1
48;Size:select:5;XL:5;20;1
49;Size:select:1;M:1;15;1
49;Size:select:2;L:2;16;1
50;Size:select:1;32:1;20;1
50;Size:select:2;34:2;27;1
50;Size:select:3;36:3;18;1
50;Size:select:4;38:4;28;1
50;Size:select:5;40:5;19;1
51;Size:select:1;35:1;14;1
51;Size:select:2;36:2;3;1
51;Size:select:3;38:3;8;1
51;Size:select:4;39:4;7;1
51;Size:select:5;40:5;24;1
51;Size:select:6;41:6;23;1
52;Size:select:1;S:1;24;1
52;Size:select:2;M:2;17;1
52;Size:select:3;L:3;29;1
53;Size:select:1;S:1;14;1
53;Size:select:2;M:2;22;1
53;Size:select:3;L:3;11;1
53;Size:select:4;XL:4;21;1
53;Size:select:5;XXL:5;10;1
54;Size:select:1;34:1;8;1
54;Size:select:2;36:2;11;1
54;Size:select:3;38:3;14;1
54;Size:select:4;40:4;19;1
54;Size:select:5;42:5;16;1
55;Size:select:1;34:1;0;1
55;Size:select:2;36:2;16;1
55;Size:select:3;38:3;3;1
55;Size:select:4;40:4;29;1
55;Size:select:5;42:5;18;1
55;Size:select:6;44:6;17;1
55;Size:select:7;46:7;24;1
55;Size:select:8;48:8;19;1
55;Size:select:9;50:9;7;1
56;Size:select:1;35.5:1;23;1
56;Size:select:2;36:2;4;1
56;Size:select:3;38.5:3;6;1
56;Size:select:4;39:4;25;1
56;Size:select:5;40:5;9;1
56;Size:select:6;40.5:6;2;1
56;Size:select:7;41:7;14;1
56;Size:select:8;42:8;0;1
56;Size:select:9;42.5:9;23;1
56;Size:select:10;43:10;23;1
57;Size:select:1;39:1;27;1
57;Size:select:2;40:2;21;1
57;Size:select:3;40.5:3;6;1
57;Size:select:4;41:4;8;1
57;Size:select:5;42:5;10;1
57;Size:select:6;42.5:6;28;1
57;Size:select:7;43:7;19;1
57;Size:select:8;44:8;26;1
57;Size:select:9;44.5:9;27;1
57;Size:select:10;45:10;9;1
57;Size:select:11;45.5:11;7;1
57;Size:select:12;46:12;4;1
57;Size:select:13;47:13;5;1
57;Size:select:14;47.5:14;8;1
57;Size:select:15;48.5:15;1;1
58;Size:select:1;32:1;27;1
58;Size:select:2;34:2;2;1
58;Size:select:3;36:3;11;1
58;Size:select:4;38:4;4;1
58;Size:select:5;40:5;19;1
58;Size:select:6;42:6;19;1
59;Size:select:1;32:1;0;1
59;Size:select:2;34:2;3;1
59;Size:select:3;36:3;16;1
59;Size:select:4;38:4;24;1
59;Size:select:5;40:5;24;1
59;Size:select:6;42:6;7;1
60;Size:select:1;36:1;27;1
60;Size:select:2;37:2;1;1
60;Size:select:3;38:3;18;1
60;Size:select:4;39:4;26;1
60;Size:select:5;40:5;7;1
61;Size:select:1;32:1;18;1
61;Size:select:2;34:2;21;1
61;Size:select:3;36:3;21;1
61;Size:select:4;38:4;25;1
61;Size:select:5;40:5;23;1
61;Size:select:6;42:6;8;1
62;Size:select:1;36:1;22;1
62;Size:select:2;37:2;0;1
62;Size:select:3;38:3;28;1
62;Size:select:4;39:4;21;1
62;Size:select:5;40:5;27;1
62;Size:select:6;41:6;10;1
62;Size:select:7;42:7;29;1
63;Size:select:1;36:1;19;1
63;Size:select:2;37:2;29;1
63;Size:select:3;38:3;28;1
63;Size:select:4;39:4;23;1
63;Size:select:5;40:5;11;1
63;Size:select:6;41:6;0;1
63;Size:select:7;42:7;3;1
64;Size:select:1;34:1;26;1
64;Size:select:2;36:2;4;1
64;Size:select:3;38:3;3;1
64;Size:select:4;40:4;27;1
64;Size:select:5;42:5;17;1
64;Size:select:6;44:6;19;1
64;Size:select:7;46:7;14;1
65;Size:select:1;34:1;15;1
65;Size:select:2;38:2;20;1
65;Size:select:3;40:3;22;1
65;Size:select:4;42:4;24;1
66;Size:select:1;XXS:1;8;1
66;Size:select:2;XS:2;12;1
66;Size:select:3;S:3;29;1
66;Size:select:4;M:4;16;1
66;Size:select:5;L:5;13;1
66;Size:select:6;XL:6;16;1
67;Size:select:1;32:1;5;1
67;Size:select:2;34:2;3;1
67;Size:select:3;36:3;24;1
67;Size:select:4;38:4;18;1
67;Size:select:5;40:5;3;1
67;Size:select:6;42:6;20;1
68;Size:select:1;XS:1;27;1
68;Size:select:2;S:2;2;1
68;Size:select:3;M:3;23;1
68;Size:select:4;L:4;17;1
68;Size:select:5;XL:5;5;1
69;Size:select:1;XS:1;25;1
69;Size:select:2;S:2;8;1
69;Size:select:3;M:3;3;1
69;Size:select:4;L:4;20;1
69;Size:select:5;XL:5;18;1
69;Size:select:6;XXL:6;23;1
70;Size:select:1;XS:1;11;1
70;Size:select:2;S:2;13;1
70;Size:select:3;M:3;17;1
70;Size:select:4;XL:4;24;1
71;Size:select:1;XS:1;8;1
71;Size:select:2;S:2;4;1
71;Size:select:3;M:3;23;1
71;Size:select:4;L:4;7;1
71;Size:select:5;XL:5;9;1
72;Size:select:1;36:1;6;1
72;Size:select:2;37:2;27;1
72;Size:select:3;38:3;19;1
72;Size:select:4;39:4;27;1
72;Size:select:5;41:5;0;1
73;Size:select:1;XS:1;2;1
73;Size:select:2;S:2;15;1
73;Size:select:3;M:3;12;1
73;Size:select:4;L:4;18;1
73;Size:select:5;XL:5;8;1
74;Size:select:1;34:1;5;1
74;Size:select:2;36:2;15;1
74;Size:select:3;38:3;22;1
74;Size:select:4;42:4;13;1
75;Size:select:1;36:1;5;1
75;Size:select:2;36.5:2;24;1
75;Size:select:3;37.5:3;23;1
75;Size:select:4;38:4;2;1
75;Size:select:5;39:5;9;1
75;Size:select:6;40.5:6;20;1
75;Size:select:7;41:7;12;1
75;Size:select:8;41.5:8;19;1
76;Size:select:1;36:1;4;1
76;Size:select:2;40:2;19;1
76;Size:select:3;42:3;19;1
77;Size:select:1;34:1;18;1
77;Size:select:2;36:2;2;1
77;Size:select:3;40:3;25;1
77;Size:select:4;42:4;21;1
77;Size:select:5;44:5;27;1
78;Size:select:1;34:1;29;1
78;Size:select:2;36:2;0;1
78;Size:select:3;38:3;10;1
78;Size:select:4;40:4;23;1
78;Size:select:5;42:5;14;1
78;Size:select:6;44:6;0;1
78;Size:select:7;46:7;12;1
79;Size:select:1;32:1;26;1
79;Size:select:2;34:2;17;1
79;Size:select:3;36:3;2;1
79;Size:select:4;38:4;10;1
79;Size:select:5;40:5;26;1
79;Size:select:6;42:6;15;1
81;Size:select:1;S:1;11;1
81;Size:select:2;M:2;13;1
81;Size:select:3;L:3;7;1
81;Size:select:4;XL:4;18;1
82;Size:select:1;32:1;29;1
82;Size:select:2;34:2;12;1
82;Size:select:3;36:3;29;1
82;Size:select:4;38:4;14;1
82;Size:select:5;40:5;1;1
82;Size:select:6;42:6;14;1
82;Size:select:7;44:7;16;1
83;Size:select:1;34:1;27;1
83;Size:select:2;36:2;16;1
83;Size:select:3;38:3;23;1
83;Size:select:4;40:4;0;1
83;Size:select:5;42:5;7;1
84;Size:select:1;34x32:1;11;1
84;Size:select:2;34x34:2;0;1
84;Size:select:3;36x30:3;19;1
84;Size:select:4;36x32:4;21;1
84;Size:select:5;36x34:5;20;1
84;Size:select:6;38x30:6;8;1
84;Size:select:7;38x32:7;4;1
84;Size:select:8;38x34:8;4;1
84;Size:select:9;40x34:9;29;1
84;Size:select:10;42x32:10;29;1
84;Size:select:11;42x34:11;5;1
85;Size:select:1;35:1;11;1
85;Size:select:2;36:2;27;1
85;Size:select:3;39:3;15;1
85;Size:select:4;40:4;6;1
85;Size:select:5;41:5;10;1
86;Size:select:1;XS:1;15;1
86;Size:select:2;S:2;4;1
86;Size:select:3;M:3;22;1
86;Size:select:4;L:4;6;1
86;Size:select:5;XL:5;11;1
87;Size:select:1;XXS:1;0;1
87;Size:select:2;XS:2;2;1
87;Size:select:3;S:3;13;1
87;Size:select:4;M:4;21;1
87;Size:select:5;L:5;12;1
87;Size:select:6;XL:6;27;1
88;Size:select:1;XS:1;16;1
88;Size:select:2;S:2;24;1
88;Size:select:3;M:3;25;1
88;Size:select:4;L:4;27;1
88;Size:select:5;XL:5;6;1
89;Size:select:1;XS:1;12;1
89;Size:select:2;S:2;18;1
89;Size:select:3;M:3;5;1
89;Size:select:4;L:4;1;1
89;Size:select:5;XL:5;20;1
90;Size:select:1;32:1;5;1
90;Size:select:2;34:2;24;1
90;Size:select:3;36:3;2;1
90;Size:select:4;38:4;8;1
90;Size:select:5;40:5;3;1
90;Size:select:6;42:6;18;1
91;Size:select:1;XXS:1;0;1
91;Size:select:2;XS:2;6;1
91;Size:select:3;S:3;18;1
91;Size:select:4;M:4;17;1
91;Size:select:5;L:5;15;1
91;Size:select:6;XL:6;7;1
91;Size:select:7;XXL:7;6;1
92;Size:select:1;XS:1;11;1
92;Size:select:2;S:2;12;1
92;Size:select:3;M:3;1;1
92;Size:select:4;L:4;23;1
92;Size:select:5;XL:5;25;1
93;Size:select:1;XS:1;11;1
93;Size:select:2;S:2;28;1
93;Size:select:3;M:3;5;1
93;Size:select:4;L:4;29;1
93;Size:select:5;XL:5;8;1
93;Size:select:6;XXL:6;10;1
94;Size:select:1;XS:1;18;1
94;Size:select:2;S:2;10;1
94;Size:select:3;M:3;3;1
94;Size:select:4;L:4;2;1
94;Size:select:5;XL:5;29;1
95;Size:select:1;34:1;29;1
95;Size:select:2;36:2;8;1
95;Size:select:3;38:3;10;1
95;Size:select:4;40:4;5;1
95;Size:select:5;42:5;19;1
96;Size:select:1;S:1;10;1
96;Size:select:2;M:2;9;1
96;Size:select:3;L:3;19;1
97;Size:select:1;XXS:1;28;1
97;Size:select:2;XS:2;8;1
97;Size:select:3;S:3;11;1
97;Size:select:4;M:4;2;1
97;Size:select:5;L:5;7;1
97;Size:select:6;XL:6;3;1
98;Size:select:1;32:1;25;1
98;Size:select:2;34:2;12;1
98;Size:select:3;36:3;8;1
98;Size:select:4;38:4;17;1
98;Size:select:5;40:5;13;1
98;Size:select:6;42:6;14;1
99;Size:select:1;XS:1;4;1
99;Size:select:2;S:2;18;1
99;Size:select:3;M:3;23;1
99;Size:select:4;L:4;24;1
99;Size:select:5;XL:5;3;1
101;Size:select:1;75:1;14;1
101;Size:select:2;80:2;5;1
101;Size:select:3;85:3;16;1
101;Size:select:4;90:4;22;1
101;Size:select:5;95:5;19;1
101;Size:select:6;100:6;23;1
102;Size:select:1;XS:1;14;1
102;Size:select:2;S:2;28;1
102;Size:select:3;M:3;7;1
102;Size:select:4;L:4;18;1
103;Size:select:1;34:1;8;1
103;Size:select:2;36:2;5;1
103;Size:select:3;38:3;2;1
103;Size:select:4;40:4;17;1
103;Size:select:5;42:5;1;1
103;Size:select:6;44:6;3;1
103;Size:select:7;46:7;12;1
104;Size:select:1;32:1;25;1
104;Size:select:2;34:2;17;1
104;Size:select:3;36:3;29;1
104;Size:select:4;38:4;26;1
104;Size:select:5;40:5;28;1
104;Size:select:6;42:6;26;1
105;Size:select:1;34:1;12;1
105;Size:select:2;36:2;28;1
105;Size:select:3;38:3;10;1
105;Size:select:4;40:4;23;1
105;Size:select:5;42:5;20;1
106;Size:select:1;XS:1;17;1
106;Size:select:2;S:2;24;1
106;Size:select:3;M:3;10;1
106;Size:select:4;L:4;14;1
106;Size:select:5;XL:5;15;1
107;Size:select:1;30:1;2;1
107;Size:select:2;32:2;4;1
107;Size:select:3;34:3;5;1
107;Size:select:4;36:4;23;1
107;Size:select:5;38:5;27;1
107;Size:select:6;40:6;8;1
107;Size:select:7;42:7;14;1
107;Size:select:8;44:8;26;1
108;Size:select:1;S:1;3;1
108;Size:select:2;M:2;29;1
108;Size:select:3;L:3;14;1
108;Size:select:4;XL:4;16;1
109;Size:select:1;XXS:1;6;1
109;Size:select:2;XS:2;5;1
109;Size:select:3;S:3;29;1
109;Size:select:4;M:4;12;1
109;Size:select:5;L:5;11;1
109;Size:select:6;XL:6;22;1
110;Size:select:1;32:1;22;1
110;Size:select:2;34:2;6;1
110;Size:select:3;36:3;24;1
110;Size:select:4;38:4;6;1
110;Size:select:5;40:5;16;1
110;Size:select:6;42:6;9;1
111;Size:select:1;34x30:1;3;1
111;Size:select:2;34x32:2;23;1
111;Size:select:3;36x30:3;8;1
111;Size:select:4;36x32:4;0;1
111;Size:select:5;38x30:5;24;1
111;Size:select:6;38x32:6;11;1
111;Size:select:7;40x30:7;12;1
111;Size:select:8;40x32:8;8;1
111;Size:select:9;42x30:9;23;1
111;Size:select:10;42x32:10;19;1
111;Size:select:11;44x30:11;0;1
111;Size:select:12;44x32:12;12;1
111;Size:select:13;46x32:13;25;1
112;Size:select:1;36:1;9;1
112;Size:select:2;37:2;15;1
112;Size:select:3;38:3;17;1
112;Size:select:4;39:4;2;1
112;Size:select:5;40:5;3;1
112;Size:select:6;43:6;22;1
113;Size:select:1;XS:1;29;1
113;Size:select:2;S:2;11;1
113;Size:select:3;M:3;26;1
113;Size:select:4;L:4;22;1
113;Size:select:5;XL:5;4;1
114;Size:select:1;34:1;23;1
114;Size:select:2;36:2;7;1
114;Size:select:3;38:3;5;1
114;Size:select:4;40:4;2;1
114;Size:select:5;42:5;17;1
114;Size:select:6;44:6;8;1
114;Size:select:7;46:7;21;1
115;Size:select:1;32:1;25;1
115;Size:select:2;36:2;18;1
115;Size:select:3;38:3;25;1
115;Size:select:4;40:4;19;1
115;Size:select:5;42:5;3;1
116;Size:select:1;XS:1;29;1
116;Size:select:2;S:2;14;1
116;Size:select:3;L:3;1;1
116;Size:select:4;XL:4;22;1
117;Size:select:1;32:1;16;1
117;Size:select:2;34:2;5;1
117;Size:select:3;36:3;22;1
117;Size:select:4;38:4;16;1
117;Size:select:5;40:5;5;1
117;Size:select:6;42:6;16;1
118;Size:select:1;XS:1;16;1
118;Size:select:2;S:2;1;1
118;Size:select:3;M:3;7;1
118;Size:select:4;L:4;5;1
118;Size:select:5;XL:5;4;1
118;Size:select:6;XXL:6;20;1
119;Size:select:1;XS:1;14;1
119;Size:select:2;S:2;17;1
119;Size:select:3;L:3;27;1
120;Size:select:1;32:1;7;1
120;Size:select:2;34:2;1;1
120;Size:select:3;36:3;4;1
120;Size:select:4;38:4;7;1
120;Size:select:5;40:5;17;1
120;Size:select:6;42:6;5;1
121;Size:select:1;34:1;10;1
121;Size:select:2;36:2;21;1
121;Size:select:3;38:3;15;1
121;Size:select:4;42:4;27;1
121;Size:select:5;44:5;5;1
122;Size:select:1;XS:1;24;1
122;Size:select:2;S:2;0;1
122;Size:select:3;M:3;20;1
122;Size:select:4;L:4;11;1
122;Size:select:5;XL:5;17;1
123;Size:select:1;34:1;17;1
123;Size:select:2;36:2;1;1
123;Size:select:3;38:3;29;1
123;Size:select:4;40:4;12;1
123;Size:select:5;42:5;5;1
123;Size:select:6;44:6;3;1
124;Size:select:1;XS:1;5;1
124;Size:select:2;S:2;29;1
124;Size:select:3;M:3;6;1
124;Size:select:4;L:4;20;1
125;Size:select:1;32:1;3;1
125;Size:select:2;34:2;25;1
125;Size:select:3;36:3;11;1
125;Size:select:4;38:4;3;1
125;Size:select:5;42:5;1;1
126;Size:select:1;S:1;11;1
126;Size:select:2;M:2;1;1
126;Size:select:3;L:3;27;1
126;Size:select:4;XL:4;12;1
127;Size:select:1;34x30:1;2;1
127;Size:select:2;34x32:2;25;1
127;Size:select:3;36x30:3;7;1
127;Size:select:4;36x32:4;14;1
127;Size:select:5;38x30:5;17;1
127;Size:select:6;40x30:6;6;1
127;Size:select:7;40x32:7;14;1
127;Size:select:8;42x32:8;7;1
127;Size:select:9;44x32:9;18;1
127;Size:select:10;46x32:10;0;1
128;Size:select:1;34:1;22;1
128;Size:select:2;36:2;16;1
128;Size:select:3;38:3;11;1
128;Size:select:4;40:4;25;1
129;Size:select:1;36:1;18;1
129;Size:select:2;38:2;16;1
129;Size:select:3;40:3;18;1
129;Size:select:4;42:4;14;1
129;Size:select:5;36 2/3:5;4;1
129;Size:select:6;37 1/3:6;22;1
129;Size:select:7;38 2/3:7;3;1
129;Size:select:8;39 1/3:8;25;1
129;Size:select:9;40 2/3:9;5;1
129;Size:select:10;41 1/3:10;0;1
129;Size:select:11;42 2/3:11;26;1
130;Size:select:1;XS:1;2;1
130;Size:select:2;S:2;15;1
130;Size:select:3;M:3;9;1
130;Size:select:4;L:4;11;1
130;Size:select:5;XL:5;26;1
131;Size:select:1;40:1;24;1
131;Size:select:2;42:2;23;1
131;Size:select:3;50:3;2;1
132;Size:select:1;36:1;7;1
132;Size:select:2;38:2;8;1
132;Size:select:3;40:3;21;1
132;Size:select:4;42:4;10;1
132;Size:select:5;44:5;17;1
133;Size:select:1;36:1;12;1
133;Size:select:2;37:2;5;1
133;Size:select:3;38:3;20;1
133;Size:select:4;39:4;26;1
133;Size:select:5;40:5;16;1
133;Size:select:6;41:6;28;1
134;Size:select:1;S:1;13;1
134;Size:select:2;M:2;3;1
134;Size:select:3;L:3;21;1
135;Size:select:1;34.5:1;29;1
135;Size:select:2;35:2;22;1
135;Size:select:3;36.5:3;17;1
135;Size:select:4;37:4;12;1
135;Size:select:5;38:5;26;1
135;Size:select:6;38.5:6;26;1
135;Size:select:7;39:7;5;1
135;Size:select:8;40:8;8;1
135;Size:select:9;40.5:9;6;1
135;Size:select:10;41:10;20;1
135;Size:select:11;42:11;6;1
135;Size:select:12;42.5:12;18;1
135;Size:select:13;43:13;14;1
135;Size:select:14;44:14;21;1
135;Size:select:15;44.5:15;5;1
135;Size:select:16;46:16;25;1
135;Size:select:17;47:17;21;1
135;Size:select:18;48:18;6;1
135;Size:select:19;49:19;29;1
135;Size:select:20;50:20;14;1
136;Size:select:1;34:1;3;1
136;Size:select:2;36:2;17;1
136;Size:select:3;38:3;26;1
136;Size:select:4;40:4;5;1
136;Size:select:5;44:5;1;1
137;Size:select:1;XS:1;2;1
137;Size:select:2;S:2;29;1
137;Size:select:3;M:3;1;1
137;Size:select:4;L:4;7;1
137;Size:select:5;XL:5;9;1
138;Size:select:1;32:1;6;1
138;Size:select:2;34:2;16;1
138;Size:select:3;36:3;22;1
138;Size:select:4;38:4;10;1
138;Size:select:5;40:5;15;1
138;Size:select:6;42:6;16;1
138;Size:select:7;44:7;24;1
139;Size:select:1;34x32:1;14;1
139;Size:select:2;36x30:2;27;1
139;Size:select:3;36x34:3;26;1
139;Size:select:4;38x30:4;26;1
139;Size:select:5;38x32:5;28;1
139;Size:select:6;38x34:6;1;1
139;Size:select:7;40x30:7;1;1
139;Size:select:8;40x32:8;4;1
139;Size:select:9;40x34:9;28;1
139;Size:select:10;42x30:10;27;1
139;Size:select:11;42x32:11;14;1
140;Size:select:1;36:1;15;1
140;Size:select:2;37:2;1;1
140;Size:select:3;38:3;24;1
140;Size:select:4;39:4;22;1
140;Size:select:5;40:5;14;1
140;Size:select:6;41:6;19;1
141;Size:select:1;XXS:1;17;1
141;Size:select:2;XS:2;12;1
141;Size:select:3;S:3;26;1
141;Size:select:4;M:4;11;1
141;Size:select:5;L:5;10;1
141;Size:select:6;XL:6;24;1
142;Size:select:1;36x36:1;27;1
142;Size:select:2;38x36:2;4;1
142;Size:select:3;40x36:3;1;1
142;Size:select:4;42x36:4;27;1
142;Size:select:5;44x36:5;13;1
143;Size:select:1;36:1;19;1
143;Size:select:2;37:2;25;1
143;Size:select:3;38:3;4;1
143;Size:select:4;39:4;6;1
143;Size:select:5;40:5;18;1
143;Size:select:6;40.5:6;1;1
143;Size:select:7;41:7;7;1
