ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
13;1;DONATELO - Sweter - ecru;Kobieta/Odzież;139.9;1;139.9;1;;;;;RF-demo_14;RF-demo_14;Mango;Mango;4397755165367;;0;3.7000000000000002;1.21;3.8900000000000001;2.8700000000000001;35;1;both;8;;;DONATELO - Sweter - ecru,  Mango;Nazwa: DONATELO - Sweter - ecru.  Firma: Mango. Rozmiary: S, M, L, XL;mango,donatelo,sweter;DONATELO - Sweter - ecru;mango donatelo sweter beige m9121i1is;clothing - DONATELO - Sweter - ecru;mango-donatelo-sweter-beige-m9121i1is-b11;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/M9/12/1I/1I/SB/11/M9121I1IS-B11@9.jpg;1;;1;new;0;1;0;0;0;0;0;0
14;1;Długa sukienka - krój dopasowany w talii;Kobieta/Odzież;239;1;239;1;;;;;RF-demo_15;RF-demo_15;Glamorous;Glamorous;7427893258770;;0;3.0899999999999999;3.6499999999999999;1.1499999999999999;2.2000000000000002;9;1;both;10;;;Długa sukienka - krój dopasowany w talii,  Glamorous;Nazwa: Długa sukienka - krój dopasowany w talii.  Firma: Glamorous. Rozmiary: 34, 36, 38, 40;glamorous,dluga,sukienka;Długa sukienka - krój dopasowany w talii;glamorous dluga sukienka pink golden;clothing - Długa sukienka - krój dopasowany w talii;glamorous-dluga-sukienka-pink-golden-gl921c0j1-q11;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/GL/92/1C/0J/1Q/11/GL921C0J1-Q11@13.jpg;1;;1;new;0;1;0;0;0;0;0;0
15;1;PERFECT TEE - T-shirt basic - black;Kobieta/Odzież;79;1;79;1;;;;;RF-demo_16;RF-demo_16;Levi's®;Levi's®;5057872015290;;0;0.68999999999999995;2.5499999999999998;0.040000000000000001;3.6699999999999999;5;1;both;13;;;PERFECT TEE - T-shirt basic - black,  Levi's®;Nazwa: PERFECT TEE - T-shirt basic - black.  Firma: Levi's®. Rozmiary: XXS, XS, S, M, L;levisr,perfect,tee;PERFECT TEE - T-shirt basic - black;levisr perfect tee t shirt;clothing - PERFECT TEE - T-shirt basic - black;levisr-perfect-tee-t-shirt-z-nadrukiem-le221d051-a11;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/LE/22/1D/05/1A/11/LE221D051-A11@17.3.jpg;1;;1;new;0;1;0;0;0;0;0;0
16;1;CLASSIC LEATHER RIPPLE TRAIL - Sneakersy niskie - buff/trace grey/panton;Kobieta/Obuwie;329;1;329;1;;;;;RF-demo_17;RF-demo_17;Reebok Classic;Reebok Classic;6386704904880;;0;3.8100000000000001;2.6099999999999999;1.2;0.51000000000000001;21;1;both;2;;;CLASSIC LEATHER RIPPLE TRAIL - Sneakersy niskie - buff/trace grey/panton,  Reebok Classic;Nazwa: CLASSIC LEATHER RIPPLE TRAIL - Sneakersy niskie - buff/trace grey/panton.  Firma: Reebok Classic. Rozmiary: 37, 38, 39, 40, 40.5, 41, 42;reebok,classic,cl;CLASSIC LEATHER RIPPLE TRAIL - Sneakersy niskie - buff/trace grey/panton;reebok classic cl ripple trail;shoe - CLASSIC LEATHER RIPPLE TRAIL - Sneakersy niskie - buff/trace grey/panton;reebok-classic-cl-ripple-trail-sneakersy-niskie-re011a0az-b11;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/RE/01/1A/0A/ZB/11/RE011A0AZ-B11@28.jpg;1;;1;new;0;1;0;0;0;0;0;0
17;1;3/4 SLEEVE TIE NECK BLOUSE - Bluzka - hot red;Kobieta/Odzież;249;1;249;1;;;;;RF-demo_18;RF-demo_18;Banana Republic;Banana Republic;4692808955901;;0;1.6599999999999999;1.6799999999999999;0.84999999999999998;0.050000000000000003;29;1;both;7;;;3/4 SLEEVE TIE NECK BLOUSE - Bluzka - hot red,  Banana Republic;Nazwa: 3/4 SLEEVE TIE NECK BLOUSE - Bluzka - hot red.  Firma: Banana Republic. Rozmiary: XS, S, M, L, XL;banana,republic,34;3/4 SLEEVE TIE NECK BLOUSE - Bluzka - hot red;banana republic 34 sleeve tie;clothing - 3/4 SLEEVE TIE NECK BLOUSE - Bluzka - hot red;banana-republic-34-sleeve-tie-neck-blouse-bluzka-hot-red-bj721e0ad-g11;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/BJ/72/1E/0A/DG/11/BJ721E0AD-G11@11.jpg;1;;1;new;0;1;0;0;0;0;0;0
18;1;OTAWA - Kurtka zimowa - beige;Kobieta/Odzież;229.9;1;229.9;1;;;;;RF-demo_19;RF-demo_19;Mango;Mango;7931635401902;;0;0.34999999999999998;3.6400000000000001;0.75;0.53000000000000003;9;1;both;15;;;OTAWA - Kurtka zimowa - beige,  Mango;Nazwa: OTAWA - Kurtka zimowa - beige.  Firma: Mango. Rozmiary: XS, S, M, L;mango,otawa,kurtka;OTAWA - Kurtka zimowa - beige;mango otawa kurtka zimowa m9121u0kp;clothing - OTAWA - Kurtka zimowa - beige;mango-otawa-kurtka-zimowa-m9121u0kp-b11;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/M9/12/1U/0K/PB/11/M9121U0KP-B11@15.jpg;1;;1;new;0;1;0;0;0;0;0;0
19;1;WMNS HERITAGE CHUNKY  - Sneakersy niskie - white;Kobieta/Obuwie;539;1;539;1;;;;;RF-demo_20;RF-demo_20;Tommy Jeans;Tommy Jeans;817527495872;;0;0.89000000000000001;4;1.26;1.25;1;1;both;5;;;WMNS HERITAGE CHUNKY  - Sneakersy niskie - white,  Tommy Jeans;Nazwa: WMNS HERITAGE CHUNKY  - Sneakersy niskie - white.  Firma: Tommy Jeans. Rozmiary: 37, 39, 40, 41, 42;tommy,jeans,jawz;WMNS HERITAGE CHUNKY  - Sneakersy niskie - white;tommy jeans jawz sneakersy niskie;shoe - WMNS HERITAGE CHUNKY  - Sneakersy niskie - white;tommy-jeans-jawz-sneakersy-niskie-white-tob11a02v-a11;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/TO/B1/1A/02/VA/11/TOB11A02V-A11@11.jpg;1;;1;new;0;1;0;0;0;0;0;0
20;1;PANT - Spodnie treningowe - trace maroon;Kobieta/Odzież;229;1;229;1;;;;;RF-demo_21;RF-demo_21;adidas Originals;adidas Originals;537811120726;;0;0.37;2.0699999999999998;3.2799999999999998;0.93999999999999995;29;1;both;19;;;PANT - Spodnie treningowe - trace maroon,  adidas Originals;Nazwa: PANT - Spodnie treningowe - trace maroon.  Firma: adidas Originals. Rozmiary: 32, 34, 36, 38, 40, 42, 44;adidas,originals,vocal;PANT - Spodnie treningowe - trace maroon;adidas originals vocal pant spodnie;clothing - PANT - Spodnie treningowe - trace maroon;adidas-originals-vocal-pant-spodnie-treningowe-ad121a0cc-i11;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/AD/12/1A/0C/CI/11/AD121A0CC-I11@8.jpg;1;;1;new;0;1;0;0;0;0;0;0
21;1;VILUS - Płaszcz wełniany /Płaszcz klasyczny - dusty camel;Kobieta/Odzież;409;1;409;1;;;;;RF-demo_22;RF-demo_22;Vila;Vila;2769967088467;;0;2.2799999999999998;2.54;0.42999999999999999;3.5499999999999998;12;1;both;10;;;VILUS - Płaszcz wełniany /Płaszcz klasyczny - dusty camel,  Vila;Nazwa: VILUS - Płaszcz wełniany /Płaszcz klasyczny - dusty camel.  Firma: Vila. Rozmiary: 36, 38, 40, 42, 44;vila,vilus,kurtka;VILUS - Płaszcz wełniany /Płaszcz klasyczny - dusty camel;vila vilus kurtka bomber dusty;clothing - VILUS - Płaszcz wełniany /Płaszcz klasyczny - dusty camel;vila-vilus-kurtka-bomber-dusty-camel-v1021g0am-b11;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/V1/02/1G/0A/MB/11/V1021G0AM-B11@9.jpg;1;;1;new;0;1;0;0;0;0;0;0
22;1;SELENA - T-shirt z nadrukiem - green tie dye;Kobieta/Odzież;79;1;79;1;;;;;RF-demo_23;RF-demo_23;Gina Tricot;Gina Tricot;6081687042081;;0;0.96999999999999997;3.1899999999999999;3.0699999999999998;3.3399999999999999;12;1;both;9;;;SELENA - T-shirt z nadrukiem - green tie dye,  Gina Tricot;Nazwa: SELENA - T-shirt z nadrukiem - green tie dye.  Firma: Gina Tricot. Rozmiary: 34, 36, 38, 40, 42;gina,tricot,selena;SELENA - T-shirt z nadrukiem - green tie dye;gina tricot selena t shirt;clothing - SELENA - T-shirt z nadrukiem - green tie dye;gina-tricot-selena-t-shirt-z-nadrukiem-gid21d01o-m11;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/GI/D2/1D/01/OM/11/GID21D01O-M11@14.jpg;1;;1;new;0;1;0;0;0;0;0;0
23;1;BASIC V NECK CARDIGAN - Kardigan - combo;Kobieta/Odzież;389;1;389;1;;;;;RF-demo_24;RF-demo_24;Scotch & Soda;Scotch & Soda;6549793119227;;0;0.88;3.04;0.68000000000000005;3.71;18;1;both;6;;;BASIC V NECK CARDIGAN - Kardigan - combo,  Scotch & Soda;Nazwa: BASIC V NECK CARDIGAN - Kardigan - combo.  Firma: Scotch & Soda. Rozmiary: XS, S, M, L;scotch,and,soda;BASIC V NECK CARDIGAN - Kardigan - combo;scotch and soda basic v;clothing - BASIC V NECK CARDIGAN - Kardigan - combo;scotch-and-soda-basic-v-neck-cardigan-kardigan-sc321i028-a11;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/SC/32/1I/02/8A/11/SC321I028-A11@8.jpg;1;;1;new;0;1;0;0;0;0;0;0
24;1;BEANIE - Czapka - black;Kobieta/Akcesoria;169;1;169;1;;;;;RF-demo_25;RF-demo_25;Calvin Klein;Calvin Klein;9683890713376;;0;1.3200000000000001;0.16;1.6100000000000001;1.02;27;1;both;3;;;BEANIE - Czapka - black,  Calvin Klein;Nazwa: BEANIE - Czapka - black.  Firma: Calvin Klein. Rozmiary: One Size;calvin,klein,beanie;BEANIE - Czapka - black;calvin klein beanie czapka 6ca52o00h;accessoires - BEANIE - Czapka - black;calvin-klein-beanie-czapka-6ca52o00h-q12;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/6C/A5/2O/00/HQ/12/6CA52O00H-Q12@6.1.jpg;1;;1;new;0;1;0;0;0;0;0;0
25;1;Kardigan - black;Kobieta/Odzież;99.9;1;99.9;1;;;;;RF-demo_26;RF-demo_26;PULL&BEAR;PULL&BEAR;983535215194;;0;1.4399999999999999;2.5600000000000001;2.4399999999999999;0.11;1;1;both;0;;;Kardigan - black,  PULL&BEAR;Nazwa: Kardigan - black.  Firma: PULL&BEAR. Rozmiary: XS, S, M, L, XL;pullandbear,kardigan,black;Kardigan - black;pullandbear kardigan black puc21i08n q11;clothing - Kardigan - black;pullandbear-kardigan-black-puc21i08n-q11;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/PU/C2/1I/08/NQ/11/PUC21I08N-Q11@16.jpg;1;;1;new;0;1;0;0;0;0;0;0
26;1;ISAAC - Muszkieterki - black;Kobieta/Obuwie;449;1;449;1;;;;;RF-demo_27;RF-demo_27;Steve Madden;Steve Madden;9405363398809;;0;1.27;0.71999999999999997;2.7000000000000002;0.85999999999999999;17;1;both;2;;;ISAAC - Muszkieterki - black,  Steve Madden;Nazwa: ISAAC - Muszkieterki - black.  Firma: Steve Madden. Rozmiary: 36, 37, 38, 39, 40, 41, 42;steve,madden,kozaki;ISAAC - Muszkieterki - black;steve madden kozaki black st311m00v;shoe - ISAAC - Muszkieterki - black;steve-madden-kozaki-black-st311m00v-q11;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/ST/31/1M/00/VQ/11/ST311M00V-Q11@13.jpg;1;;1;new;0;1;0;0;0;0;0;0
27;1;DISRUPTOR - Sneakersy niskie - black;Kobieta/Obuwie;409;1;409;1;;;;;RF-demo_28;RF-demo_28;Fila;Fila;7806840908774;;0;1.02;0.80000000000000004;2.3999999999999999;2.6499999999999999;35;1;both;8;;;DISRUPTOR - Sneakersy niskie - black,  Fila;Nazwa: DISRUPTOR - Sneakersy niskie - black.  Firma: Fila. Rozmiary: 36, 37, 38, 39, 42;fila,disruptor,sneakersy;DISRUPTOR - Sneakersy niskie - black;fila disruptor sneakersy niskie 1fi11a004;shoe - DISRUPTOR - Sneakersy niskie - black;fila-disruptor-sneakersy-niskie-1fi11a004-q12;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/1F/I1/1A/00/4Q/12/1FI11A004-Q12@12.jpg;1;;1;new;0;1;0;0;0;0;0;0
28;1;ADICOLOR 3 STRIPES TIGHTS - Legginsy - black;Kobieta/Odzież;119;1;119;1;;;;;RF-demo_29;RF-demo_29;adidas Originals;adidas Originals;4274932827533;;0;3.9500000000000002;1.55;2.7799999999999998;3.3399999999999999;3;1;both;5;;;ADICOLOR 3 STRIPES TIGHTS - Legginsy - black,  adidas Originals;Nazwa: ADICOLOR 3 STRIPES TIGHTS - Legginsy - black.  Firma: adidas Originals. Rozmiary: 30, 32, 34, 36, 38, 40, 42, 44, 46;adidas,originals,legginsy;ADICOLOR 3 STRIPES TIGHTS - Legginsy - black;adidas originals legginsy black ad121a096;clothing - ADICOLOR 3 STRIPES TIGHTS - Legginsy - black;adidas-originals-legginsy-black-ad121a096-q11;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/AD/12/1A/09/6Q/11/AD121A096-Q11@8.jpg;1;;1;new;0;1;0;0;0;0;0;0
29;1;WIDE FIT ADDER - Ankle boot - black;Kobieta/Obuwie;149;1;149;1;;;;;RF-demo_30;RF-demo_30;New Look Wide Fit;New Look Wide Fit;9133600963327;;0;0.40999999999999998;0.66000000000000003;0.22;1.95;36;1;both;14;;;WIDE FIT ADDER - Ankle boot - black,  New Look Wide Fit;Nazwa: WIDE FIT ADDER - Ankle boot - black.  Firma: New Look Wide Fit. Rozmiary: 38, 39, 40, 41, 42;new,look,wide;WIDE FIT ADDER - Ankle boot - black;new look wide fit wide;shoe - WIDE FIT ADDER - Ankle boot - black;new-look-wide-fit-wide-fit-adder-botki-black-ned11n03b-q11;W magazynie;Dostepny;1;2019-11-5;2019-11-5;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/NE/D1/1N/03/BQ/11/NED11N03B-Q11@12.jpg;1;;1;new;0;1;0;0;0;0;0;0
