ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
20;1;TEE 2 PACK - Bluzka z długim rękawem - white;Ubrania;139;1;139;1;;;;;RF-demo_21;RF-demo_21;Tommy Hilfiger;Tommy Hilfiger;7205557029393;;0;3.04;2.15;2.29;3.12;31;1;both;17;;;TEE 2 PACK - Bluzka z długim rękawem - white,  Tommy Hilfiger;TEE 2 PACK - Bluzka z długim rękawem - white  Firma Tommy Hilfiger  Rozmiary: , 140-152, 152-164, 164-176;tommy,hilfiger,tee;tommy hilfiger tee;tommy hilfiger tee;tommy hilfiger tee;tommy-hilfiger-tee-2-pack-podkoszulki-to184a02l-a12;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/TO/18/4A/02/LA/12/TO184A02L-A12@2.jpg;1;;1;new;0;1;0;0;0;0;0;0
21;1;CLEANSING OIL 150ML - Oczyszczanie twarzy - neutral;Kosmetyki;129;1;129;1;;;;;RF-demo_22;RF-demo_22;Whamisa;Whamisa;9910126219291;;0;0.18;0.26;2.94;2.16;28;1;both;8;;;CLEANSING OIL 150ML - Oczyszczanie twarzy - neutral,  Whamisa;CLEANSING OIL 150ML - Oczyszczanie twarzy - neutral  Firma Whamisa;whamisa,cleansing,oil;whamisa cleansing oil;whamisa cleansing oil;whamisa cleansing oil;whamisa-cleansing-oil-150ml-oczyszczanie-twarzy-neutral-whd31g000-s11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/WH/D3/1G/00/0S/11/WHD31G000-S11@2.1.jpg;1;;1;new;0;1;0;0;0;0;0;0
22;1;Bluzka z długim rękawem - snow white;Ubrania;159.9;1;159.9;1;;;;;RF-demo_23;RF-demo_23;Name it;Name it;7263928060996;;0;0.04;3.07;2.84;2.77;1;1;both;3;;;Bluzka z długim rękawem - snow white,  Name it;Bluzka z długim rękawem - snow white  Firma Name it  Rozmiary: , 116, 122/128, 134/140, 146/152;name,it,bluzka;name it bluzka;name it bluzka;name it bluzka;name-it-bluzka-z-dlugim-rekawem-snow-white-na823g1ef-a11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/NA/82/3G/1E/FA/11/NA823G1EF-A11@7.jpg;1;;1;new;0;1;0;0;0;0;0;0
23;1;BENASSI - Klapki - black/vivid pink;Buty;119;1;119;1;;;;;RF-demo_24;RF-demo_24;Nike Sportswear;Nike Sportswear;3135205556152;;0;1.26;0.78;0.69;3.38;27;1;both;15;;;BENASSI - Klapki - black/vivid pink,  Nike Sportswear;BENASSI - Klapki - black/vivid pink  Firma Nike Sportswear  Rozmiary: , 35.5, 36.5, 38, 39, 40.5, 42, 43;nike,sportswear,benassi;nike sportswear benassi;nike sportswear benassi;nike sportswear benassi;nike-sportswear-benassi-jdi-klapki-ni111f000-q12;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/NI/11/1F/00/0Q/12/NI111F000-Q12@12.jpg;1;;1;new;0;1;0;0;0;0;0;0
24;1;FRESHLY JUICED VITAMIN DROP 35ML - Serum - -;Kosmetyki;119;1;119;1;;;;;RF-demo_25;RF-demo_25;klairs;klairs;8048399505017;;0;1.28;0.67;1.04;0.58;25;1;both;6;;;FRESHLY JUICED VITAMIN DROP 35ML - Serum - -,  klairs;FRESHLY JUICED VITAMIN DROP 35ML - Serum - -  Firma klairs;klairs,freshly,juiced;klairs freshly juiced;klairs freshly juiced;klairs freshly juiced;klairs-freshly-juiced-vitamin-drop-35ml-serum-kl831g00b-s11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/KL/83/1G/00/BS/11/KL831G00B-S11@4.png;1;;1;new;0;1;0;0;0;0;0;0
25;1;Bluzka z długim rękawem - navy blazer;Ubrania;119.99;1;119.99;1;;;;;RF-demo_26;RF-demo_26;Jack & Jones PREMIUM;Jack & Jones PREMIUM;5439952830365;;0;0.14;1.06;1.47;0.71;32;1;both;17;;;Bluzka z długim rękawem - navy blazer,  Jack & Jones PREMIUM;Bluzka z długim rękawem - navy blazer  Firma Jack & Jones PREMIUM  Rozmiary: , S, M, L, XL, XXL;jack,and,jones;jack and jones;jack and jones;jack and jones;jack-and-jones-premium-bluzka-z-dlugim-rekawem-navy-blazer-jam22o03t-k11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/JA/M2/2O/03/TK/11/JAM22O03T-K11@27.jpg;1;;1;new;0;1;0;0;0;0;0;0
26;1;ONSLINUS CHECK TAPE PANT  - Spodnie materiałowe - dress blues;Ubrania;169;1;169;1;;;;;RF-demo_27;RF-demo_27;Only & Sons;Only & Sons;2321915488924;;0;3.3;3.92;1.32;2.37;0;1;both;4;;;ONSLINUS CHECK TAPE PANT  - Spodnie materiałowe - dress blues,  Only & Sons;ONSLINUS CHECK TAPE PANT  - Spodnie materiałowe - dress blues  Firma Only & Sons  Rozmiary: , S, M, L, XL, XXL;only,and,sons;only and sons;only and sons;only and sons;only-and-sons-onslinus-check-tape-pant-spodnie-materialowe-dress-blues-os322e07n-k11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/OS/32/2E/07/NK/11/OS322E07N-K11@4.jpg;1;;1;new;0;1;0;0;0;0;0;0
27;1;ORIGINAL REGULAR FIT - T-shirt basic - black iris;Ubrania;99;1;99;1;;;;;RF-demo_28;RF-demo_28;Tommy Jeans;Tommy Jeans;3082757057977;;0;3.26;1.02;2.93;1.87;19;1;both;5;;;ORIGINAL REGULAR FIT - T-shirt basic - black iris,  Tommy Jeans;ORIGINAL REGULAR FIT - T-shirt basic - black iris  Firma Tommy Jeans  Rozmiary: , XS, M, L, XL, XXL;tommy,jeans,original;tommy jeans original;tommy jeans original;tommy jeans original;tommy-jeans-original-regular-fit-t-shirt-basic-tob22o01c-k11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/TO/B2/2O/01/CK/11/TOB22O01C-K11@13.jpg;1;;1;new;0;1;0;0;0;0;0;0
28;1;PERFECT RINGER TEE - T-shirt z nadrukiem - baby tab ringer white;Ubrania;129;1;129;1;;;;;RF-demo_29;RF-demo_29;Levi's®;Levi's®;1007805407384;;0;2.83;0.17;1.31;0.61;3;1;both;9;;;PERFECT RINGER TEE - T-shirt z nadrukiem - baby tab ringer white,  Levi's®;PERFECT RINGER TEE - T-shirt z nadrukiem - baby tab ringer white  Firma Levi's®  Rozmiary: , XS, S, M, L;levisr,perfect,ringer;levisr perfect ringer;levisr perfect ringer;levisr perfect ringer;levisr-perfect-ringer-tee-t-shirt-z-nadrukiem-baby-tab-ringer-white-le221d06x-a11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/LE/22/1D/06/XA/11/LE221D06X-A11@9.jpg;1;;1;new;0;1;0;0;0;0;0;0
29;1;DISRUPTOR - Sneakersy niskie - antique white;Buty;409;1;409;1;;;;;RF-demo_30;RF-demo_30;Fila;Fila;5861287250444;;0;3.55;3.66;3.42;3.23;18;1;both;12;;;DISRUPTOR - Sneakersy niskie - antique white,  Fila;DISRUPTOR - Sneakersy niskie - antique white  Firma Fila  Rozmiary: , 36, 37, 38, 39, 40;fila,disruptor,sneakersy;fila disruptor sneakersy;fila disruptor sneakersy;fila disruptor sneakersy;fila-disruptor-sneakersy-niskie-1fi11a004-a15;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/1F/I1/1A/00/4A/15/1FI11A004-A15@17.jpg;1;;1;new;0;1;0;0;0;0;0;0
30;1;MOM COMFORT STRETCH - Jeansy Relaxed Fit - light blue;Ubrania;129;1;129;1;;;;;RF-demo_31;RF-demo_31;New Look 915 Generation;New Look 915 Generation;5556726985871;;0;2.47;3.6;1.7;1.63;20;1;both;8;;;MOM COMFORT STRETCH - Jeansy Relaxed Fit - light blue,  New Look 915 Generation;MOM COMFORT STRETCH - Jeansy Relaxed Fit - light blue  Firma New Look 915 Generation  Rozmiary: , 134, 140, 146, 152, 164, 170;new,look,915;new look 915;new look 915;new look 915;new-look-915-generation-mom-comfort-stretch-jean-jeansy-relaxed-fit-light-blue-nl623a02j-k11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/NL/62/3A/02/JK/11/NL623A02J-K11@8.jpg;1;;1;new;0;1;0;0;0;0;0;0
31;1;SHORT SLEEVE CORE - Koszulka polo - navy;Ubrania;109;1;109;1;;;;;RF-demo_32;RF-demo_32;Hollister Co.;Hollister Co.;8620031731751;;0;0.23;3.33;3.86;3.38;34;1;both;1;;;SHORT SLEEVE CORE - Koszulka polo - navy,  Hollister Co.;SHORT SLEEVE CORE - Koszulka polo - navy  Firma Hollister Co.  Rozmiary: , XS, S, M, L;hollister,co,short;hollister co short;hollister co short;hollister co short;hollister-co-short-sleeve-core-t-shirt-z-nadrukiem-h0421d041-k11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/H0/42/1D/04/1K/11/H0421D041-K11@14.jpg;1;;1;new;0;1;0;0;0;0;0;0
32;1;GRAPHIC VARSITY TEE - T-shirt basic - tonal baby tab phlox pink;Ubrania;149;1;149;1;;;;;RF-demo_33;RF-demo_33;Levi's®;Levi's®;984956823460;;0;3.48;2.89;0.77;3.84;1;1;both;8;;;GRAPHIC VARSITY TEE - T-shirt basic - tonal baby tab phlox pink,  Levi's®;GRAPHIC VARSITY TEE - T-shirt basic - tonal baby tab phlox pink  Firma Levi's®  Rozmiary: , XXS, XS, S, M, L;levisr,graphic,varsity;levisr graphic varsity;levisr graphic varsity;levisr graphic varsity;levisr-graphic-varsity-tee-t-shirt-basic-tonal-baby-tab-phlox-pink-le221d072-j11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/LE/22/1D/07/2J/11/LE221D072-J11@11.jpg;1;;1;new;0;1;0;0;0;0;0;0
33;1;TEE DRESS - Sukienka etui - black;Ubrania;179;1;179;1;;;;;RF-demo_34;RF-demo_34;adidas Originals;adidas Originals;7706290729262;;0;0.14;3.41;2.77;3.93;17;1;both;11;;;TEE DRESS - Sukienka etui - black,  adidas Originals;TEE DRESS - Sukienka etui - black  Firma adidas Originals  Rozmiary: , 30, 32, 34, 36, 38, 40, 42, 44;adidas,originals,tee;adidas originals tee;adidas originals tee;adidas originals tee;adidas-originals-tee-dress-sukienka-z-dzerseju-black-ad121c04c-q11;W magazynie;Dostepny;1;2019-10-20;2019-10-20;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/AD/12/1C/04/CQ/11/AD121C04C-Q11@7.jpg;1;;1;new;0;1;0;0;0;0;0;0
