ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
11;1;BENASSI - Klapki - black/vivid pink;shoe;119;1;119;1;;;;;RF-demo_12;RF-demo_12;Nike Sportswear;Nike Sportswear;5999170211868;;0;3.83;3.95;2.28;1.4;27;1;both;6;;;BENASSI - Klapki - black/vivid pink, SKU - NI111F000-Q12;BENASSI - Klapki - black/vivid pink  Firma Nike Sportswear  Rozmiary /35.5/36.5/38/39/40.5/42/43;nike,sportswear,benassi;nike-sportswear-benassi;nike-sportswear-benassi;nike-sportswear-benassi;nike-sportswear-benassi-jdi-klapki-ni111f000-q12;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/NI/11/1F/00/0Q/12/NI111F000-Q12@12.jpg;1;;1;new;0;1;0;0;0;0;0;0
12;1;CLASSIC BOYS - Bluzka z długim rękawem - black/white;clothing;89;1;89;1;;;;;RF-demo_13;RF-demo_13;Vans;Vans;4018092388181;;0;2.27;3.79;1.07;1.08;4;1;both;12;;;CLASSIC BOYS - Bluzka z długim rękawem - black/white, SKU - VA224G017-Q11;CLASSIC BOYS - Bluzka z długim rękawem - black/white  Firma Vans  Rozmiary /122/134/134/140/152/164/164/176;vans,classic,bluzka;vans-classic-bluzka;vans-classic-bluzka;vans-classic-bluzka;vans-classic-bluzka-z-dlugim-rekawem-va224g017-q11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/VA/22/4G/01/7Q/11/VA224G017-Q11@6.jpg;1;;1;new;0;1;0;0;0;0;0;0
13;1;CLASSIC BOYS - Bluzka z długim rękawem - white/black;clothing;99;1;99;1;;;;;RF-demo_14;RF-demo_14;Vans;Vans;7198735551896;;0;3.31;1.51;0.25;0.38;20;1;both;18;;;CLASSIC BOYS - Bluzka z długim rękawem - white/black, SKU - VA224G018-A12;CLASSIC BOYS - Bluzka z długim rękawem - white/black  Firma Vans  Rozmiary /122/134/134/140/152/164/164/176;vans,classic,boys;vans-classic-boys;vans-classic-boys;vans-classic-boys;vans-classic-boys-bluzka-z-dlugim-rekawem-whiteblack-va224g018-a12;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/VA/22/4G/01/8A/12/VA224G018-A12@10.jpg;1;;1;new;0;1;0;0;0;0;0;0
14;1;ADICOLOR 3 STRIPES TIGHTS - Legginsy - black;clothing;129;1;129;1;;;;;RF-demo_15;RF-demo_15;adidas Originals;adidas Originals;9008035117428;;0;2.03;3.28;1.42;1.54;13;1;both;14;;;ADICOLOR 3 STRIPES TIGHTS - Legginsy - black, SKU - AD121A096-Q11;ADICOLOR 3 STRIPES TIGHTS - Legginsy - black  Firma adidas Originals  Rozmiary /30/32/34/36/38/40/42/44;adidas,originals,legginsy;adidas-originals-legginsy;adidas-originals-legginsy;adidas-originals-legginsy;adidas-originals-legginsy-black-ad121a096-q11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/AD/12/1A/09/6Q/11/AD121A096-Q11@8.jpg;1;;1;new;0;1;0;0;0;0;0;0
15;1;ROSES TEE - T-shirt z nadrukiem - medium charcoal heat;clothing;139;1;139;1;;;;;RF-demo_16;RF-demo_16;Guess;Guess;4646961728795;;0;1.5;1.82;3.07;1.5;25;1;both;0;;;ROSES TEE - T-shirt z nadrukiem - medium charcoal heat, SKU - GU121D0NQ-C11;ROSES TEE - T-shirt z nadrukiem - medium charcoal heat  Firma Guess  Rozmiary /XS/S/M/L/XL;guess,roses,tee;guess-roses-tee;guess-roses-tee;guess-roses-tee;guess-roses-tee-t-shirt-z-nadrukiem-gu121d0nq-c11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/GU/12/1D/0N/QC/11/GU121D0NQ-C11@5.jpg;1;;1;new;0;1;0;0;0;0;0;0
16;1;ADICOLOR 3 STRIPES TEE - T-shirt z nadrukiem - red;clothing;119;1;119;1;;;;;RF-demo_17;RF-demo_17;adidas Originals;adidas Originals;772083575403;;0;1.46;0.42;0.11;1.77;37;1;both;2;;;ADICOLOR 3 STRIPES TEE - T-shirt z nadrukiem - red, SKU - AD122O0HH-G11;ADICOLOR 3 STRIPES TEE - T-shirt z nadrukiem - red  Firma adidas Originals  Rozmiary /XS/S/M/L/XL/XXL;adidas,originals,tee;adidas-originals-tee;adidas-originals-tee;adidas-originals-tee;adidas-originals-tee-t-shirt-z-nadrukiem-ad122o0hh-g11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/AD/12/2O/0H/HG/11/AD122O0HH-G11@13.1.jpg;1;;1;new;0;1;0;0;0;0;0;0
17;1;CREWNECK - T-shirt basic - dark blue;clothing;94;1;94;1;;;;;RF-demo_18;RF-demo_18;Champion;Champion;387143594780;;0;3.47;1.42;3.17;2.15;16;1;both;6;;;CREWNECK - T-shirt basic - dark blue, SKU - C7642D01Q-K11;CREWNECK - T-shirt basic - dark blue  Firma Champion  Rozmiary /XS/S/M/L/XL/XXL;champion,crewneck,t;champion-crewneck-t;champion-crewneck-t;champion-crewneck-t;champion-crewneck-t-shirt-basic-dark-blue-c7642d01q-k11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/C7/64/2D/01/QK/11/C7642D01Q-K11@11.jpg;1;;1;new;0;1;0;0;0;0;0;0
18;1;HOUSEMARK GRAPHIC TEE - T-shirt z nadrukiem - white;clothing;99;1;99;1;;;;;RF-demo_19;RF-demo_19;Levi's®;Levi's®;644344114724;;0;1.51;1.46;0.38;3.29;29;1;both;6;;;HOUSEMARK GRAPHIC TEE - T-shirt z nadrukiem - white, SKU - LE222O05B-A11;HOUSEMARK GRAPHIC TEE - T-shirt z nadrukiem - white  Firma Levi's®  Rozmiary /XS/S/M/L/XXL/3XL;levisr,housemark,graphic;levisr-housemark-graphic;levisr-housemark-graphic;levisr-housemark-graphic;levisr-housemark-graphic-tee-t-shirt-z-nadrukiem-white-le222o05b-a11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/LE/22/2O/05/BA/11/LE222O05B-A11@9.jpg;1;;1;new;0;1;0;0;0;0;0;0
19;1;GRAPHIC VARSITY TEE - T-shirt z nadrukiem - multicolor;clothing;149;1;149;1;;;;;RF-demo_20;RF-demo_20;Levi's®;Levi's®;826772320981;;0;3.74;3.57;3.93;2.66;34;1;both;18;;;GRAPHIC VARSITY TEE - T-shirt z nadrukiem - multicolor, SKU - LE221D07G-T11;GRAPHIC VARSITY TEE - T-shirt z nadrukiem - multicolor  Firma Levi's®  Rozmiary /XS/S/M/L;levisr,graphic,varsity;levisr-graphic-varsity;levisr-graphic-varsity;levisr-graphic-varsity;levisr-graphic-varsity-tee-t-shirt-z-nadrukiem-multicolor-le221d07g-t11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/LE/22/1D/07/GT/11/LE221D07G-T11@17.jpg;1;;1;new;0;1;0;0;0;0;0;0
20;1;JPRMOCK CREW NECK - T-shirt basic - white;clothing;79;1;79;1;;;;;RF-demo_21;RF-demo_21;Jack & Jones PREMIUM;Jack & Jones PREMIUM;7831816463980;;0;1.65;2.29;2.55;3.43;38;1;both;4;;;JPRMOCK CREW NECK - T-shirt basic - white, SKU - JA222O1TN-A11;JPRMOCK CREW NECK - T-shirt basic - white  Firma Jack & Jones PREMIUM  Rozmiary /S/M/L/XL/XXL;jack,and,jones;jack-and-jones;jack-and-jones;jack-and-jones;jack-and-jones-jprmock-tee-crew-neck-t-shirt-basic-ja222o1tn-a11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/JA/22/2O/1T/NA/11/JA222O1TN-A11@10.jpg;1;;1;new;0;1;0;0;0;0;0;0
21;1;ADICOLOR 3 STRIPES LONGSLEEVE TEE - Bluzka z długim rękawem - scarlet;clothing;149;1;149;1;;;;;RF-demo_22;RF-demo_22;adidas Originals;adidas Originals;2693040738598;;0;2.17;0.77;1.22;0.95;36;1;both;19;;;ADICOLOR 3 STRIPES LONGSLEEVE TEE - Bluzka z długim rękawem - scarlet, SKU - AD121D0JR-G11;ADICOLOR 3 STRIPES LONGSLEEVE TEE - Bluzka z długim rękawem - scarlet  Firma adidas Originals  Rozmiary /30/32/34/36/38/40/42/44/46;adidas,originals,tee;adidas-originals-tee;adidas-originals-tee;adidas-originals-tee;adidas-originals-tee-bluzka-z-dlugim-rekawem-ad121d0jr-g11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/AD/12/1D/0J/RG/11/AD121D0JR-G11@5.jpg;1;;1;new;0;1;0;0;0;0;0;0
22;1;Torba na zakupy - black;accessoires;199;1;199;1;;;;;RF-demo_23;RF-demo_23;KARL LAGERFELD;KARL LAGERFELD;7142805094555;;0;2.48;1.54;1.8;3.71;9;1;both;3;;;Torba na zakupy - black, SKU - K4851H0BV-Q11;Torba na zakupy - black  Firma KARL LAGERFELD  Rozmiary /One Size;karl,lagerfeld,torba;karl-lagerfeld-torba;karl-lagerfeld-torba;karl-lagerfeld-torba;karl-lagerfeld-torba-na-zakupy-black-k4851h0bv-q11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/K4/85/1H/0B/VQ/11/K4851H0BV-Q11@11.jpg;1;;1;new;0;1;0;0;0;0;0;0
23;1;LONG AMY - Jeansy Slim Fit - black;clothing;119;1;119;1;;;;;RF-demo_24;RF-demo_24;Zizzi;Zizzi;6668665105645;;0;0.52;3.87;1.64;0.19;0;1;both;19;;;LONG AMY - Jeansy Slim Fit - black, SKU - Z1721N02A-Q11;LONG AMY - Jeansy Slim Fit - black  Firma Zizzi  Rozmiary /44x32/46x32/48x32/50x32/52x32/54x32;zizzi,amy,jeans;zizzi-amy-jeans;zizzi-amy-jeans;zizzi-amy-jeans;zizzi-amy-jeans-skinny-fit-z1721n02a-q11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/Z1/72/1N/02/AQ/11/Z1721N02A-Q11@10.jpg;1;;1;new;0;1;0;0;0;0;0;0
24;1;TEE 2 PACK - Bluzka z długim rękawem - white;clothing;139;1;139;1;;;;;RF-demo_25;RF-demo_25;Tommy Hilfiger;Tommy Hilfiger;5594243924707;;0;2.47;2.21;2.91;1.79;17;1;both;14;;;TEE 2 PACK - Bluzka z długim rękawem - white, SKU - TO184A02L-A12;TEE 2 PACK - Bluzka z długim rękawem - white  Firma Tommy Hilfiger  Rozmiary /128-140/140-152/152-164/164-176;tommy,hilfiger,tee;tommy-hilfiger-tee;tommy-hilfiger-tee;tommy-hilfiger-tee;tommy-hilfiger-tee-2-pack-podkoszulki-to184a02l-a12;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/TO/18/4A/02/LA/12/TO184A02L-A12@2.jpg;1;;1;new;0;1;0;0;0;0;0;0
25;1;Botki - grey;shoe;119;1;119;1;;;;;RF-demo_26;RF-demo_26;Friboo;Friboo;8588857773739;;0;0.2;2.79;0.96;0.35;1;1;both;7;;;Botki - grey, SKU - F5713I03P-C11;Botki - grey  Firma Friboo  Rozmiary /24/28/29/30/31/32/33/34/35;friboo,botki,grey;friboo-botki-grey;friboo-botki-grey;friboo-botki-grey;friboo-botki-grey-f5713i03p-c11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/F5/71/3I/03/PC/11/F5713I03P-C11@10.jpg;1;;1;new;0;1;0;0;0;0;0;0
26;1;CHUCK TAYLOR ALL STAR HI - Sneakersy wysokie - black;shoe;289;1;289;1;;;;;RF-demo_27;RF-demo_27;Converse;Converse;7390825639773;;0;1.98;0.04;1.52;2.26;39;1;both;4;;;CHUCK TAYLOR ALL STAR HI - Sneakersy wysokie - black, SKU - CO411A00U-802;CHUCK TAYLOR ALL STAR HI - Sneakersy wysokie - black  Firma Converse  Rozmiary /35/36/36.5/37/37.5/38/39/39.5/40/41/41.5/42/42.5/43/44/44.5/45/46/46.5/48/50/51.5/53;converse,as,hi;converse-as-hi;converse-as-hi;converse-as-hi;converse-as-hi-can-tenisowki-wysokie-czarny-co411a00u-802;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/CO/41/1A/00/U8/02/CO411A00U-802@19.jpg;1;;1;new;0;1;0;0;0;0;0;0
27;1;ORIGINAL TEE - T-shirt basic - warm cabernet;clothing;99;1;99;1;;;;;RF-demo_28;RF-demo_28;Levi's®;Levi's®;2226045308856;;0;0.01;0.56;1.83;0.38;8;1;both;6;;;ORIGINAL TEE - T-shirt basic - warm cabernet, SKU - LE222O05A-G11;ORIGINAL TEE - T-shirt basic - warm cabernet  Firma Levi's®  Rozmiary /S/M/L/XL/XXL;levisr,original,tee;levisr-original-tee;levisr-original-tee;levisr-original-tee;levisr-original-tee-t-shirt-basic-warm-cabernet-le222o05a-g11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/LE/22/2O/05/AG/11/LE222O05A-G11@4.jpg;1;;1;new;0;1;0;0;0;0;0;0
28;1;KILLINGTON - Botki sznurowane - black;shoe;569;1;569;1;;;;;RF-demo_29;RF-demo_29;Timberland;Timberland;5467841260375;;0;3.48;0.03;2.67;3.28;21;1;both;17;;;KILLINGTON - Botki sznurowane - black, SKU - TI112D04X-Q11;KILLINGTON - Botki sznurowane - black  Firma Timberland  Rozmiary /40/41/41.5/42/43/43.5/44/44.5/45/45.5/46/47.5/49;timberland,killington,botki;timberland-killington-botki;timberland-killington-botki;timberland-killington-botki;timberland-killington-botki-sznurowane-black-ti112d04x-q11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/TI/11/2D/04/XQ/11/TI112D04X-Q11@12.2.jpg;1;;1;new;0;1;0;0;0;0;0;0
29;1;COOL CITY COMPACT - Torba na ramię - blue;accessoires;179;1;179;1;;;;;RF-demo_30;RF-demo_30;Tommy Jeans;Tommy Jeans;9394091420126;;0;2.11;1.45;2.27;2.62;9;1;both;8;;;COOL CITY COMPACT - Torba na ramię - blue, SKU - TO154O005-K11;COOL CITY COMPACT - Torba na ramię - blue  Firma Tommy Jeans  Rozmiary /One Size;tommy,hilfiger,cool;tommy-hilfiger-cool;tommy-hilfiger-cool;tommy-hilfiger-cool;tommy-hilfiger-cool-city-compact-torba-na-ramie-to154o005-k11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/TO/15/4O/00/5K/11/TO154O005-K11@11.jpg;1;;1;new;0;1;0;0;0;0;0;0
30;1;Top - jet black;clothing;119;1;119;1;;;;;RF-demo_31;RF-demo_31;Guess;Guess;9246069229521;;0;2;0.38;3.02;2.23;7;1;both;4;;;Top - jet black, SKU - GU121D0PB-Q11;Top - jet black  Firma Guess  Rozmiary /XS/S/M/L;guess,logo,tank;guess-logo-tank;guess-logo-tank;guess-logo-tank;guess-logo-tank-top-jet-black-gu121d0pb-q11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/GU/12/1D/0P/BQ/11/GU121D0PB-Q11@8.jpg;1;;1;new;0;1;0;0;0;0;0;0
31;1;FLORENCE TEE - T-shirt z nadrukiem - white;clothing;149;1;149;1;;;;;RF-demo_32;RF-demo_32;Levi's®;Levi's®;2805894720793;;0;3.03;2.13;1.42;0.37;17;1;both;4;;;FLORENCE TEE - T-shirt z nadrukiem - white, SKU - LE221D06Z-A11;FLORENCE TEE - T-shirt z nadrukiem - white  Firma Levi's®  Rozmiary /XXS/S/M/L/XL;levisr,florence,tee;levisr-florence-tee;levisr-florence-tee;levisr-florence-tee;levisr-florence-tee-t-shirt-z-nadrukiem-le221d06z-a11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/LE/22/1D/06/ZA/11/LE221D06Z-A11@10.1.jpg;1;;1;new;0;1;0;0;0;0;0;0
32;1;CORE  - Koszulka polo - black;clothing;99;1;99;1;;;;;RF-demo_33;RF-demo_33;Hollister Co.;Hollister Co.;1513100934047;;0;3.12;2.26;3.89;0.77;1;1;both;17;;;CORE  - Koszulka polo - black, SKU - H0421D052-Q11;CORE  - Koszulka polo - black  Firma Hollister Co.  Rozmiary /XS/S/M/L;hollister,co,core;hollister-co-core;hollister-co-core;hollister-co-core;hollister-co-core-koszulka-polo-black-h0421d052-q11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/H0/42/1D/05/2Q/11/H0421D052-Q11@17.jpg;1;;1;new;0;1;0;0;0;0;0;0
33;1;SIBILA - Spódnica mini - dulwich;clothing;229;1;229;1;;;;;RF-demo_34;RF-demo_34;Pepe Jeans;Pepe Jeans;4287056249838;;0;2.1;2.09;1.4;1.54;23;1;both;8;;;SIBILA - Spódnica mini - dulwich, SKU - PE123E01D-K11;SIBILA - Spódnica mini - dulwich  Firma Pepe Jeans  Rozmiary /140/152/164/176;pepe,jeans,spodnica;pepe-jeans-spodnica;pepe-jeans-spodnica;pepe-jeans-spodnica;pepe-jeans-spodnica-mini-dulwich-pe123e01d-k11;W magazynie;Dostepny;1;2019-10-16;2019-10-16;1;https://mosaic04.ztat.net/vgs/media/catalog-lg/PE/12/3E/01/DK/11/PE123E01D-K11@7.jpg;1;;1;new;0;1;0;0;0;0;0;0
